"Gene ID","Product","Evidence Code","Reference","Support for Evidence Code Assignment","Transcript ID(s)"
"PF3D7_1234400","microgamete surface protein MiGS, putative","ISO","PMID:29316140","GeneDB:PY17X_1451500","PF3D7_1234400.1"
"PF3D7_1252700","Plasmodium exported protein (PHISTb), unknown function","IDA","PMID:25106850","N/A","PF3D7_1252700.1"
"PF3D7_1252800","Plasmodium exported protein (PHISTb), unknown function","ISM","N/A","Pfam:PF09687","PF3D7_1252800.1"
"PF3D7_1253000","gametocyte erythrocyte cytosolic protein","IDA","PMID:21965515","N/A","PF3D7_1253000.1"
"PF3D7_1253100","Plasmodium exported protein (PHISTa), unknown function","ISM","PMID:16507167","Pfam:PF09687|InterPro:IPR006526","PF3D7_1253100.1"
"PF3D7_1253300","Plasmodium exported protein (PHISTa), unknown function, pseudogene","ISM","N/A","Pfam:PF09687","PF3D7_1253300.1"
"PF3D7_1253700","rifin","IDA","PMID:25751816","N/A","PF3D7_1253700.1"
"PF3D7_1253800","Plasmodium exported protein (PHISTa), unknown function","ISM","PMID:16507167","Pfam:PF09687|InterPro:IPR006526","PF3D7_1253800.1"
"PF3D7_1253900","Plasmodium exported protein (PHISTa), unknown function, pseudogene","N/A","N/A","N/A","PF3D7_1253900.1"
"PF3D7_1254000","rifin","IDA","PMID:10430943","N/A","PF3D7_1254000.1"
"PF3D7_1254100","stevor","IDA","PMID:31363031","N/A","PF3D7_1254100.1"
"PF3D7_1254200","rifin","IDA","PMID:25751816","N/A","PF3D7_1254200.1"
"PF3D7_1254300","stevor","N/A","N/A","N/A","PF3D7_1254300.1"
"PF3D7_1254400","rifin","IDA","PMID:25751816","N/A","PF3D7_1254400.1"
"PF3D7_1254500","rifin","IDA","PMID:10430943","N/A","PF3D7_1254500.1"
"PF3D7_1254600","stevor","N/A","N/A","N/A","PF3D7_1254600.1"
"PF3D7_1255000","rifin","IDA","PMID:10430943","N/A","PF3D7_1255000.1"
"PF3D7_1255100","rifin","IDA","PMID:25751816","N/A","PF3D7_1255100.1"
"PF3D7_1300200","rifin","IDA","PMID:25751816","N/A","PF3D7_1300200.1"
"PF3D7_1300400","rifin","IDA","PMID:25751816","N/A","PF3D7_1300400.1"
"PF3D7_1300500","rifin","IDA","PMID:25751816","N/A","PF3D7_1300500.1"
"PF3D7_1300600","rifin","IDA","PMID:10430943","N/A","PF3D7_1300600.1"
"PF3D7_1300700","rifin","IDA","PMID:25751816","N/A","PF3D7_1300700.1"
"PF3D7_1300900","stevor","N/A","N/A","N/A","PF3D7_1300900.1"
"PF3D7_1301100","Plasmodium exported protein (PHISTa), unknown function, pseudogene","RCA","PMID:16507167","N/A","PF3D7_1301100.1"
"PF3D7_1301200","GBPH2 protein","IDA","PMID:7891744","N/A","PF3D7_1301200.1"
"PF3D7_1301400","Plasmodium exported protein (hyp12), unknown function","IDA","PMID:25956941","N/A","PF3D7_1301400.1"
"PF3D7_1301700","CX3CL1-binding protein 2","IDA","PMID:27653778","N/A","PF3D7_1301700.1"
"PF3D7_1302000","EMP1-trafficking protein","IDA","PMID:18614010","N/A","PF3D7_1302000.1"
"PF3D7_1330700","GPI transamidase subunit PIG-U, putative","ISM","N/A","Pfam:PF06728","PF3D7_1330700.1"
"PF3D7_1334600","MSP7-like protein","ISS","PMID:12477792","GeneDB:PF3D7_1335100","PF3D7_1334600.1"
"PF3D7_1353100","Plasmodium exported protein, unknown function","RCA","PMID:16507167","N/A","PF3D7_1353100.1"
"PF3D7_1371700","serine/threonine protein kinase, FIKK family","IDA","PMID:32284562","N/A","PF3D7_1371700.1"
"PF3D7_1372000","Plasmodium exported protein (PHISTa), unknown function","ISM","N/A","Pfam:PF09687","PF3D7_1372000.1"
"PF3D7_1372100","Plasmodium exported protein (PHISTb), unknown function","ISM","N/A","Pfam:PF09687","PF3D7_1372100.1"
"PF3D7_1372200","histidine-rich protein III","N/A","N/A","N/A","PF3D7_1372200.1"
"PF3D7_1372500","stevor, pseudogene","N/A","N/A","N/A","PF3D7_1372500.1"
"PF3D7_1372700","rifin","IDA","PMID:25751816","N/A","PF3D7_1372700.1"
"PF3D7_1372800","stevor","N/A","N/A","N/A","PF3D7_1372800.1"
"PF3D7_1373000","rifin","IDA","PMID:25751816","N/A","PF3D7_1373000.1"
"PF3D7_1373300","rifin","IDA","PMID:10430943","N/A","PF3D7_1373300.1"
"PF3D7_1373400","rifin","IDA","PMID:25751816","N/A","PF3D7_1373400.1"
"PF3D7_1400300","rifin","IDA","PMID:10430943","N/A","PF3D7_1400300.1"
"PF3D7_1400400","rifin","IDA","PMID:25751816","N/A","PF3D7_1400400.1"
"PF3D7_1400500","rifin","IDA","PMID:10430943","N/A","PF3D7_1400500.1"
"PF3D7_1400600","rifin","IDA","PMID:25751816","N/A","PF3D7_1400600.1"
"PF3D7_1400700","stevor","N/A","N/A","N/A","PF3D7_1400700.1"
"PF3D7_1400800","rifin","IDA","PMID:10430943","N/A","PF3D7_1400800.1"
"PF3D7_1400900","Plasmodium exported protein (PHISTa), unknown function, pseudogene","N/A","N/A","N/A","PF3D7_1400900.1"
"PF3D7_1401000","GBPH protein","IDA","PMID:1775169","N/A","PF3D7_1401000.1"
"PF3D7_1401100","DnaJ protein, putative","ISM","N/A","Pfam:PF14308","PF3D7_1401100.1"
"PF3D7_1401200","Plasmodium exported protein, unknown function","RCA","PMID:16507167","N/A","PF3D7_1401200.1"
"PF3D7_1401300","epoxide hydrolase 2","IDA","PMID:27795395","N/A","PF3D7_1401300.1"
"PF3D7_1401600","Plasmodium exported protein (PHISTb), unknown function","ISM","N/A","Pfam:PF09687","PF3D7_1401600.1"
"PF3D7_1407800","plasmepsin IV","IDA","PMID:11782538","N/A","PF3D7_1407800.1"
"PF3D7_1429600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1429600.1"
"PF3D7_1430200","plasmepsin IX","IDA","PMID:29074774","N/A","PF3D7_1430200.1"
"PF3D7_1458000","cysteine proteinase falcipain 1","IDA","PMID:15166288","N/A","PF3D7_1458000.1"
"PF3D7_1464400","zinc finger protein, putative","ISM","N/A","Pfam:PF12171","PF3D7_1464400.1"
"PF3D7_1476300","Plasmodium exported protein (PHISTb), unknown function","ISM","N/A","Pfam:PF09687","PF3D7_1476300.1"
"PF3D7_1476600","Plasmodium exported protein, unknown function","RCA","PMID:16507167","N/A","PF3D7_1476600.1"
"PF3D7_1477000","Plasmodium exported protein (hyp17), unknown function, pseudogene","RCA","PMID:16507167","N/A","PF3D7_1477000.1"
"PF3D7_1478000","Plasmodium exported protein (PHISTa), unknown function","ISM","N/A","Pfam:PF09687","PF3D7_1478000.1"
"PF3D7_1478100","Plasmodium exported protein (hyp13), unknown function","RCA","PMID:16507167","N/A","PF3D7_1478100.1"
"PF3D7_1478300","Plasmodium exported protein, unknown function, pseudogene","N/A","N/A","N/A","PF3D7_1478300.1"
"PF3D7_1478500","Plasmodium exported protein (PHISTa), unknown function, pseudogene","N/A","N/A","N/A","PF3D7_1478500.1"
"PF3D7_1478600","EMP1-trafficking protein","IDA","PMID:23683579","N/A","PF3D7_1478600.1"
"PF3D7_1478800","Plasmodium exported protein, unknown function","RCA","PMID:16507167","N/A","PF3D7_1478800.1"
"PF3D7_1479200","Plasmodium exported protein (PHISTa), unknown function","ISM","N/A","Pfam:PF09687","PF3D7_1479200.1"
"PF3D7_1479300","Plasmodium exported protein (PHISTa), unknown function, pseudogene","RCA","PMID:16507167","N/A","PF3D7_1479300.1"
"PF3D7_1479400","rifin","IDA","PMID:10430943","N/A","PF3D7_1479400.1"
"PF3D7_1479500","stevor","N/A","N/A","N/A","PF3D7_1479500.1"
"PF3D7_1479700","rifin","IDA","PMID:25751816","N/A","PF3D7_1479700.1"
"PF3D7_1479800","rifin","IDA","PMID:10430943","N/A","PF3D7_1479800.1"
"PF3D7_1479900","stevor","N/A","N/A","N/A","PF3D7_1479900.1"
"PF3D7_1480000","rifin","IDA","PMID:25751816","N/A","PF3D7_1480000.1"
